Date,High,Low,Open,Close,Volume,Adj Close
2012-09-12,23.924999237060547,23.428571701049805,23.816070556640625,23.921070098876953,712233200.0,20.59714698791504
2012-09-11,23.93214225769043,23.446428298950195,23.753929138183594,23.592500686645508,503983200.0,20.31423568725586
2012-09-10,24.403213500976562,23.64642906188965,24.301786422729492,23.669286727905273,487998000.0,20.38035011291504
2012-09-07,24.374286651611328,24.1346435546875,24.2160701751709,24.301429748535156,329666400.0,20.92465591430664
2012-09-06,24.22464370727539,23.957143783569336,24.041786193847656,24.15250015258789,391196400.0,20.796424865722656
2012-09-05,24.155357360839844,23.91428565979004,24.127500534057617,23.936786651611328,336375200.0,20.610671997070312
2012-09-04,24.11214256286621,23.73214340209961,23.777143478393555,24.10607147216797,367892000.0,20.756439208984375
2012-08-31,23.878570556640625,23.47321319580078,23.83035659790039,23.75857162475586,338321200.0,20.457225799560547
2012-08-30,23.983928680419922,23.673213958740234,23.95142936706543,23.70964241027832,302699600.0,20.415098190307617
2012-08-29,24.202499389648438,24.02142906188965,24.116071701049805,24.052499771118164,202806800.0,20.710317611694336
2012-08-28,24.14642906188965,23.952499389648438,24.106428146362305,24.100000381469727,267416800.0,20.75121307373047
2012-08-27,24.31678581237793,24.05500030517578,24.285356521606445,24.13142967224121,427008400.0,20.77828025817871
2012-08-24,23.90999984741211,23.412500381469727,23.55392837524414,23.68642807006836,437340400.0,20.395109176635742
2012-08-23,23.924999237060547,23.612499237060547,23.789642333984375,23.66535758972168,420128800.0,20.376970291137695
2012-08-22,23.89285659790039,23.146785736083984,23.372142791748047,23.888214111328125,565322800.0,20.568851470947266
2012-08-21,24.10285758972168,23.226070404052734,23.957857131958008,23.430713653564453,812719600.0,20.1749267578125
2012-08-20,23.75535774230957,23.21071434020996,23.214643478393555,23.75535774230957,613384800.0,20.45445442199707
2012-08-17,23.149642944335938,22.81464385986328,22.85714340209961,23.146785736083984,442761200.0,19.930452346801758
2012-08-16,22.74142837524414,22.51785659790039,22.543214797973633,22.726428985595703,254534000.0,19.568504333496094
2012-08-15,22.64285659790039,22.41964340209961,22.546428680419922,22.52964210510254,257342400.0,19.399065017700195
2012-08-14,22.8075008392334,22.50749969482422,22.56678581237793,22.56035614013672,340169200.0,19.425512313842773
2012-08-13,22.5,22.258928298950195,22.26392936706543,22.5,278832400.0,19.37354278564453
2012-08-10,22.205713272094727,22.0964298248291,22.096786499023438,22.203571319580078,194938800.0,19.11829948425293
2012-08-09,22.20464324951172,22.064285278320312,22.066070556640625,22.168928146362305,221642400.0,19.088468551635742
2012-08-08,22.281429290771484,22.03928565979004,22.121070861816406,22.13785743713379,244706000.0,18.980224609375
2012-08-07,22.321428298950195,22.072856903076172,22.241785049438477,22.175357818603516,290446800.0,19.012380599975586
2012-08-06,22.31678581237793,21.97357177734375,22.046070098876953,22.233928680419922,302103200.0,19.062591552734375
2012-08-03,22.070714950561523,21.841428756713867,21.91535758972168,21.989286422729492,344920800.0,18.852846145629883
2012-08-02,21.81035614013672,21.4375,21.530000686645508,21.706785202026367,332158400.0,18.610637664794922
2012-08-01,22.014286041259766,21.53571319580078,21.99678611755371,21.671785354614258,384501600.0,18.580636978149414
2012-07-31,21.8464298248291,21.525714874267578,21.543928146362305,21.812856674194336,462327600.0,18.701581954956055
2012-07-30,21.408571243286133,20.99357032775879,21.104286193847656,21.25107192993164,379142400.0,18.21993064880371
2012-07-27,20.922500610351562,20.413928985595703,20.53607177734375,20.898571014404297,403936400.0,17.917715072631836
2012-07-26,20.72857093811035,20.3700008392334,20.705713272094727,20.531429290771484,406632800.0,17.602935791015625
2012-07-25,20.742856979370117,20.35714340209961,20.516429901123047,20.534643173217773,877312800.0,17.605684280395508
2012-07-24,21.7742862701416,21.375356674194336,21.692142486572266,21.461429595947266,565132400.0,18.40028190612793
2012-07-23,21.639286041259766,20.989643096923828,21.22857093811035,21.565357208251953,487975600.0,18.4893856048584
2012-07-20,21.944286346435547,21.560714721679688,21.89392852783203,21.582143783569336,397471200.0,18.503774642944336
2012-07-19,21.97678565979004,21.64285659790039,21.83142852783203,21.940000534057617,436861600.0,18.81058692932129
